금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,소재지도로명주소,관리기관명,위도,경도,데이터기준일자
(주)려강 롯데마트익산점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 1053 (영등동,(롯데마트1층))",전라북도 익산시,35.9590886,126.9741271,2022-03-09
마을식당(유)함라삼부자가,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 함라면 함라1길 56 ((1층)),전라북도 익산시,36.05906393,126.9104475,2022-03-09
마코커피,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 부송1로 122, 1층 (부송동)",전라북도 익산시,35.95817305,126.9954329,2022-03-09
막끌리네,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 부송1로1길 9-1 (부송동,(1층))",전라북도 익산시,35.95861252,126.989943,2022-03-09
막창일번지(익산점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 무왕로23길 28-3 (부송동),전라북도 익산시,35.96201907,126.9884665,2022-03-09
만만한돼지(영등점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 하나로11길 18-2 (영등동,(1층))",전라북도 익산시,35.959335,126.979648,2022-03-09
만족왕족발,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 선화로 347-1 (영등동),전라북도 익산시,35.94620044,126.9681906,2022-03-09
말자네약속다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로19길 84-1, 1층 (신동)",전라북도 익산시,35.9615404,126.9582517,2022-03-09
맛 조타,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로 626, 1층 (인화동1가)",전라북도 익산시,35.9320044,126.948406,2022-03-09
맛나국수잔치,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로22길 30 (영등동,(1층))",전라북도 익산시,35.955402,126.971242,2022-03-09
맛나김밥,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로52길 6, 1층 (남중동)",전라북도 익산시,35.951706,126.952463,2022-03-09
맛닭꼬 원광대점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로4길 24 (신동,(1층))",전라북도 익산시,35.9620226,126.956642,2022-03-09
맛어묵,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 하나로 448, 1층 (어양동, 농협파머스마켓 내)",전라북도 익산시,35.960275,126.981821,2022-03-09
맛젤치킨 익산원광대점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 동서로19길 74 (신동),전라북도 익산시,35.9603243,126.958361,2022-03-09
매콤상회,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 배산로 149, 1동 1층 101호 (모현동1가, 월드빌딩)",전라북도 익산시,35.95112148,126.9404606,2022-03-09
매콤이네오리랑아구낙지랑,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 금마면 용순신기길 44-16,전라북도 익산시,36.00992042,127.035656,2022-03-09
맥앤쏘,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로 331-1, 1층 (신동)",전라북도 익산시,35.957801,126.960751,2022-03-09
맥주트럭 부송점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 하나로10길 67 (부송동),전라북도 익산시,35.9617147,126.988518,2022-03-09
맹꽁이 통닭 익산점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 동서로45길 41-23 (어양동),전라북도 익산시,35.9528365,126.9803614,2022-03-09
"맹꽁이통닭, 청도쎌프짜장",시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로70길 20-1, 1층 (신동)",전라북도 익산시,35.9636382,126.9553354,2022-03-09
머슴국수,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 웅포면 강변로 228, 1층",전라북도 익산시,36.082422,126.883994,2022-03-09
머슴국수,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동천로7길 53-1, 111동 1층 105호 (동산동, 비사벌아파트 상가)",전라북도 익산시,35.93236413,126.9666048,2022-03-09
메종,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 270-12 (영등동,(1층))",전라북도 익산시,35.955639,126.971346,2022-03-09
명량,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 선화로73길 19 (부송동,외1필1동(1층))",전라북도 익산시,35.957244,126.996873,2022-03-09
명문토속순대,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로3길 18-2 (중앙동3가,(1층))",전라북도 익산시,35.938447,126.951061,2022-03-09
명수네기사님식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로3길 18-2 (중앙동3가,(1층))",전라북도 익산시,35.938431,126.951053,2022-03-09
명제과,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 부송로 95 (부송동),전라북도 익산시,35.96013685,126.989694,2022-03-09
명제과,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로26길 19 (부송동,GS마트내(1층))",전라북도 익산시,35.9591379,126.998502,2022-03-09
더맑은의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1100, 3층 302호 (어양동, 근린생활시설)",전라북도 익산시,35.95831549,126.979015,2022-03-09
박동수신경외과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1053 (영등동, 롯데마트 익산점)",전라북도 익산시,35.9590886,126.9741271,2022-03-09
익산푸른안과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 선화로 8 (모현동1가),전라북도 익산시,35.948824,126.940734,2022-03-09
행복한정신건강의학과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 고현로 112 (모현동1가),전라북도 익산시,35.94706766,126.9441457,2022-03-09
부송365의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 부송1로 88-1 (부송동),전라북도 익산시,35.957779,126.991814,2022-03-09
이기훈내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 황등면 황등로 142, 1층",전라북도 익산시,36.004565,126.944436,2022-03-09
프리미엄필스토리의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 배산로 139, 3층 301,302호 (모현동1가)",전라북도 익산시,35.950266,126.940165,2022-03-09
삼성의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 함열읍 함열중앙로 11, 가동 105호",전라북도 익산시,36.0793811,126.9589623,2022-03-09
중앙정형외과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 익산대로 156, 2,3층 (중앙동1가)",전라북도 익산시,35.940163,126.947541,2022-03-09
우리연합내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 16 (모현동1가, 우주빌딩 2층)",전라북도 익산시,35.9515652,126.9325268,2022-03-09
연세의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 함열읍 함열로 53, 1층 (연세의원)",전라북도 익산시,36.0785953,126.957515,2022-03-09
미래와여성 소아청소년과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 배산로 66 (모현동1가),전라북도 익산시,35.94381323,126.938593,2022-03-09
박병현내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 하나로 447 (영등동),전라북도 익산시,35.96031296,126.980909,2022-03-09
시원한마취통증의학과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1030, 2층 (영등동)",전라북도 익산시,35.95812282,126.971227,2022-03-09
바른정형외과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 8 (모현동1가, 강남빌딩 2,5층)",전라북도 익산시,35.948824,126.940734,2022-03-09
모현아름다운의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 8 (모현동1가, 강남빌딩)",전라북도 익산시,35.948921,126.940633,2022-03-09
우리가정의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 동천로 길 29, 2층 (동산동, 우리가정의원)",전라북도 익산시,35.931348,126.969502,2022-03-09
현대마취통증의학과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 45, 2층 (영등동)",전라북도 익산시,35.946181,126.967851,2022-03-09
나수미산부인과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 선화로 4 (모현동1가),전라북도 익산시,35.950246,126.938028,2022-03-09
세종안과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 무왕로 1082 (영등동),전라북도 익산시,35.9582535,126.9769918,2022-03-09
영등정형외과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1085, 4층 (영등동)",전라북도 익산시,35.95880906,126.977265,2022-03-09
아이세상소아청소년과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 선화로 31-13 (모현동1가),전라북도 익산시,35.951823,126.938639,2022-03-09
실로암이비인후과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 4 (모현동1가, 배산시티프라자)",전라북도 익산시,35.950164,126.937923,2022-03-09
하나내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 하나로 462, 3층 3호 (어양동)",전라북도 익산시,35.961548,126.981576,2022-03-09
이편한치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 고봉로 0길 10 (영등동),전라북도 익산시,35.956163,126.971365,2022-03-09
드림21피부과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 무왕로 길 7 (영등동),전라북도 익산시,35.959149,126.973015,2022-03-09
황등한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 황등면 황등로 160,전라북도 익산시,36.006071,126.9448874,2022-03-09
새생명한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 4, 403호 (모현동1가)",전라북도 익산시,35.950233,126.938011,2022-03-09
수 한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 고현로 98 (모현동1가),전라북도 익산시,35.945659,126.943671,2022-03-09
원당한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 38, 3층 (영등동)",전라북도 익산시,35.955846,126.972083,2022-03-09
약손한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 황등면 황등로 169,전라북도 익산시,36.006934,126.9443963,2022-03-09
특별한 한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1030, 4층 (영등동)",전라북도 익산시,35.95812282,126.9712259,2022-03-09
익산뿌리한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 2길 17-2, 2층 (부송동)",전라북도 익산시,35.957691,126.987096,2022-03-09
이민석한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 선화로 37 (모현동1가, 모현빌딩)",전라북도 익산시,35.948052,126.946221,2022-03-09
성원한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 3길 25, 520동 2층 206호 (영등동)",전라북도 익산시,35.960977,126.975074,2022-03-09
익산한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 배산로 55 (송학동),전라북도 익산시,35.94290799,126.937721,2022-03-09
생생당한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 하나로 434, 3층 (어양동)",전라북도 익산시,35.95922442,126.981903,2022-03-09
본한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 무왕로 길 5 (영등동),전라북도 익산시,35.959029,126.972942,2022-03-09
호랑이한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 약촌로 193 (영등동),전라북도 익산시,35.9508137,126.9738764,2022-03-09
약손한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 중앙로 23 (중앙동3가),전라북도 익산시,35.939408,126.9498416,2022-03-09
은혜한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 부송1로 74, 2층 (부송동)",전라북도 익산시,35.95751303,126.990222,2022-03-09
혜화당한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 금마면 미륵사지로 길 38,전라북도 익산시,35.989457,127.053368,2022-03-09
신생한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 황등면 황등로 130 (원광한의원),전라북도 익산시,36.003567,126.944562,2022-03-09
선한이웃한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 함열읍 함열중앙로 20,전라북도 익산시,36.078771,126.9594866,2022-03-09
학교법인디아이에이세인학원어양영생당한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 하나로 418 (어양동),전라북도 익산시,35.9578082,126.9822905,2022-03-09
소망한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 동천로 길 51, 112동 203호 (동산동, 비사벌상가)",전라북도 익산시,35.933066,126.966779,2022-03-09
두리한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 선화로 18 (모현동1가),전라북도 익산시,35.948048,126.943669,2022-03-09
평강한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 인북로 260 (남중동),전라북도 익산시,35.95161935,126.9587674,2022-03-09
(재)원불교영등보화당한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 무왕로 1058 (영등동),전라북도 익산시,35.9581559,126.9744532,2022-03-09
가본한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 목천로 336, 106,111호 (동산동, 동신상가)",전라북도 익산시,35.92661153,126.9581283,2022-03-09
햇빛고운한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 익산대로 2길 6 (남중동),전라북도 익산시,35.944281,126.949474,2022-03-09
명제과,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 부송1로 128, 1층 (부송동)",전라북도 익산시,35.9581128,126.9962212,2022-03-09
명품먹거리,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 무왕로4길 15 (신동),전라북도 익산시,35.962758,126.957176,2022-03-09
명품스크린카페,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 1503, 1층 (석왕동, 명품스크린골프장 내(제3동))",전라북도 익산시,35.97120703,127.0197746,2022-03-09
명품아구,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 하나로8길 18 (어양동,(1층))",전라북도 익산시,35.9608616,126.982541,2022-03-09
조용원정형외과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 익산대로 6길 43 (남중동),전라북도 익산시,35.948072,126.955384,2022-03-09
김세현내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 황등면 황금로 6-1,전라북도 익산시,36.007551,126.944917,2022-03-09
문산부인과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 서동로 118 (동산동),전라북도 익산시,35.93460941,126.964481,2022-03-09
김혁제내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 중앙로 길 8 (중앙동1가),전라북도 익산시,35.940146,126.948648,2022-03-09
박남진정신건강의학과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 1088, 2층 (영등동)",전라북도 익산시,35.95830082,126.9775948,2022-03-09
하종영내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 동서로 229, 3층 (남중동)",전라북도 익산시,35.953411,126.9595685,2022-03-09
한양의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 서동로 134 (동산동),전라북도 익산시,35.935289,126.965921,2022-03-09
송헌섭소아청소년과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 중앙로 179-1 (마동),전라북도 익산시,35.935993,126.9662921,2022-03-09
중앙의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 여산면 가람로 389,전라북도 익산시,36.05932335,127.0838921,2022-03-09
금마의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 금마면 금마3길 11,전라북도 익산시,35.9918759,127.0516742,2022-03-09
이방원산부인과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 평동로 길 69 (중앙동3가),전라북도 익산시,35.938186,126.949964,2022-03-09
박종호정신건강의학과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 인북로 164 (남중동),전라북도 익산시,35.9432436,126.9552477,2022-03-09
곽준석의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 황등면 황등로 85,전라북도 익산시,35.99954875,126.9445989,2022-03-09
한독의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 함열읍 함열3길 21,전라북도 익산시,36.080657,126.960671,2022-03-09
신대균내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 인북로 249 (남중동),전라북도 익산시,35.95081517,126.9577633,2022-03-09
이진탁피부과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 익산대로 182 (창인동1가),전라북도 익산시,35.9423399,126.948525,2022-03-09
오강렬내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 익산대로 198 (창인동1가),전라북도 익산시,35.9436237,126.9488166,2022-03-09
한상오내과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 인북로 98 (갈산동),전라북도 익산시,35.93770935,126.9530192,2022-03-09
제일산부인과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 동서로 231 (남중동),전라북도 익산시,35.953427,126.9597901,2022-03-09
박안과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 익산대로 133-2 (창인동2가),전라북도 익산시,35.938447,126.946374,2022-03-09
김안과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 익산대로 6길 8 (중앙동1가),전라북도 익산시,35.9345572,126.9458657,2022-03-09
삼성마취통증의학과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 익산대로 172-1 (창인동1가),전라북도 익산시,35.941547,126.948037,2022-03-09
중앙의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 중앙로 30, 2층 (중앙동3가)",전라북도 익산시,35.938976,126.950116,2022-03-09
서울치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 부송로 67 (부송동),전라북도 익산시,35.95753107,126.990475,2022-03-09
소문섭치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 금마면 미륵사지로 길 30,전라북도 익산시,35.989418,127.052661,2022-03-09
영등치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 고봉로 0길 14 (영등동),전라북도 익산시,35.956065,126.971691,2022-03-09
채수진치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 함열읍 함열중앙로 7,전라북도 익산시,36.079368,126.9584782,2022-03-09
혜성치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 무왕로 3길 7 (영등동),전라북도 익산시,35.959178,126.976599,2022-03-09
북부치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 인북로 264-1 (남중동),전라북도 익산시,35.951971,126.958746,2022-03-09
상아치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 고봉로 4길 4 (영등동),전라북도 익산시,35.93729442,126.9621743,2022-03-09
금강치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 평동로 2길 1 (동산동),전라북도 익산시,35.928652,126.959468,2022-03-09
현대부부치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 고현로 93 (모현동1가),전라북도 익산시,35.945565,126.943154,2022-03-09
이장규치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 부송로 68 (부송동),전라북도 익산시,35.957652,126.990998,2022-03-09
장동호치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 동서로 3길 4, 201호 (어양동, 하모니시티)",전라북도 익산시,35.952956,126.987816,2022-03-09
현대치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 무왕로 1058 (영등동),전라북도 익산시,35.9581559,126.9744532,2022-03-09
김재황치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 길 7, 3층 (영등동)",전라북도 익산시,35.959149,126.973015,2022-03-09
황등치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 황등면 황등로 127,전라북도 익산시,36.0033112,126.9441792,2022-03-09
주현노치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 함열읍 함열중앙로 14,전라북도 익산시,36.078855,126.958811,2022-03-09
건강한치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 동서로 3길 34 (영등동),전라북도 익산시,35.954051,126.975963,2022-03-09
조희준치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 무왕로 6길 16, 903동 204호 (부송동, 오투그란데)",전라북도 익산시,35.96078453,126.9626819,2022-03-09
명치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 중앙로 8 (중앙동1가),전라북도 익산시,35.93962141,126.9477494,2022-03-09
제일치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 중앙로 38 (중앙동3가),전라북도 익산시,35.938731,126.9509982,2022-03-09
송행은치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 서동로 130 (동산동),전라북도 익산시,35.93498581,126.9655176,2022-03-09
최인호치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 중앙로 179-1 (마동),전라북도 익산시,35.935961,126.9662921,2022-03-09
신범선치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,"전라북도 익산시 하나로 463, 3층 (영등동)",전라북도 익산시,35.96181619,126.9806812,2022-03-09
송기범치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 중앙로 길 30 (창인동1가),전라북도 익산시,35.941491,126.951736,2022-03-09
즐거운치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 동서로 229 (남중동),전라북도 익산시,35.953425,126.9595685,2022-03-09
세종치과의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 익산대로 177-1 (창인동1가),전라북도 익산시,35.942175,126.947769,2022-03-09
끼니의 황홀한 떡볶이,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 동서로19길 56-2 (신동),전라북도 익산시,35.958912,126.957559,2022-03-09
나그네 식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로11길 4-1 (남중동,(1층))",전라북도 익산시,35.952837,126.9585002,2022-03-09
부송원광한의원,시설전체,전라북도,익산시,의료기관,국민건강증진법제9조,전라북도 익산시 무왕로 1161 (어양동),전라북도 익산시,35.95940878,126.9856738,2022-03-09
대왕통카스테라,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로24길 38 (영등동, 1층103호)",전라북도 익산시,35.9559276,126.9720708,2022-03-09
대은해피홈,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로9길 35, 107동 1층 104호 (영등동, 우남샘물타운 상가)",전라북도 익산시,35.96163446,126.9730177,2022-03-09
대포항,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 165 (모현동2가,(1층))",전라북도 익산시,35.955356,126.953025,2022-03-09
더 호프,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 중앙로 3-1, 1층 (중앙동1가)",전라북도 익산시,35.9400032,126.947588,2022-03-09
더더도시랑,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로70길 13, 1층 (신동)",전라북도 익산시,35.96410206,126.9549956,2022-03-09
더불어식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 함열읍 함열로 78-1 ((1층)),전라북도 익산시,36.080715,126.9574961,2022-03-09
더치콩,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 평동로21길 17-1, 1층 (동산동)",전라북도 익산시,35.928802,126.960065,2022-03-09
더칸1,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 114 (동산동,(1층))",전라북도 익산시,35.93435137,126.964193,2022-03-09
더칸2,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 114 (동산동,(1층))",전라북도 익산시,35.93435137,126.964193,2022-03-09
도도분식,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 금마면 금마4길 37-1, 1층",전라북도 익산시,35.99230607,127.0561864,2022-03-09
도리도리 닭,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로21길 94-3, 1층 (신동)",전라북도 익산시,35.961991,126.9600782,2022-03-09
도야족발(익산영등점),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로24길 38, 101호 (영등동)",전라북도 익산시,35.9559276,126.9720708,2022-03-09
도이창카페 롯데마트익산점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 1053, 2층 (영등동, 롯데마트 내)",전라북도 익산시,35.959056,126.9741271,2022-03-09
도이첸영등점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로30길 8, 1층 (영등동)",전라북도 익산시,35.956103,126.9711662,2022-03-09
돈 탐나,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 익산대로58길 23 (신동),전라북도 익산시,35.9607071,126.957271,2022-03-09
돈마이 수제갈비,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 부송1로 9-8, 1층 (어양동)",전라북도 익산시,35.95742209,126.982954,2022-03-09
돈워리,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로19길 59 (신동,(2층))",전라북도 익산시,35.959453,126.957445,2022-03-09
돈주로,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 하나로11길 24-9 (영등동,(1층))",전라북도 익산시,35.96000978,126.9787685,2022-03-09
