금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,소재지도로명주소,관리기관명,위도,경도,데이터기준일자
왕자공주어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 무왕로 2길 85 기안파인골드빌 관리동 보육시설 (팔봉동),전라북도 익산시,35.965461,127.014925,2022-03-09
용안어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 용안면 중창길 27-9,전라북도 익산시,36.12260363,126.9568257,2022-03-09
우리들어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,"전라북도 익산시 선화로 길 45 104동 103호(부송동, 우미아파트)",전라북도 익산시,35.957066,126.993198,2022-03-09
우리엄마어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 동서로 1길 11 (남중동),전라북도 익산시,35.955031,126.956971,2022-03-09
원대병원부설원심어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 익산대로 460 원문화센타 3층,전라북도 익산시,35.968281,126.958545,2022-03-09
원일어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 보석로 길 27-19,전라북도 익산시,35.941442,126.971441,2022-03-09
은비어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,"전라북도 익산시 무왕로 6길 26 103동 105호(영등동, 우미)",전라북도 익산시,35.956287,126.976331,2022-03-09
은빛마을어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,"전라북도 익산시 평동로 7길 5 202동 102호(동산동, 제일2차아파트)",전라북도 익산시,35.930173,126.958756,2022-03-09
은하수어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,"전라북도 익산시 약촌로 228 105동 104호(영등동, 동신)",전라북도 익산시,35.954651,126.974663,2022-03-09
이레어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 무왕로 길 35 우남샘물타운,전라북도 익산시,35.960963,126.972258,2022-03-09
이리별나라어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 인북로 0길 2 (남중동),전라북도 익산시,35.946771,126.959279,2022-03-09
이리어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 익산대로 6길 30 이리어린이집,전라북도 익산시,35.948095,126.953707,2022-03-09
이솝어린이집,시설전체,전라북도,익산시,어린이집,국민건강증진법제9조,전라북도 익산시 부송1로 17 어양주공 5단지,전라북도 익산시,35.957933,126.984021,2022-03-09
황등 영창아파트,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 황등면 황등3길 15 (해담아파트),전라북도 익산시,35.99766357,126.945063,2022-03-09
익산부송송백단지 1002동 앞 놀이터,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 부송1로 123 (부송동),전라북도 익산시,35.9594924,126.994076,2022-03-09
푸른솔아파트 어린이놀이터,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 부송로 52 (부송동, 푸른솔아파트)",전라북도 익산시,35.95619732,126.9915711,2022-03-09
부송 주공9단지,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 궁동로 129 (부송동),전라북도 익산시,35.96281901,126.9851959,2022-03-09
모현 현대1차아파트,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 익산대로 7길 16 (모현동1가, 현대아파트)",전라북도 익산시,35.953184,126.950541,2022-03-09
어양 주공7단지 705동 앞,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 하나로 0길 25 (어양동, 주공7차아파트)",전라북도 익산시,35.961865,126.983951,2022-03-09
영등 라인1차아파트,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 고봉로 6길 11 (영등동, 영등동라인아파트)",전라북도 익산시,35.948351,126.968825,2022-03-09
모현 현대2차 205동뒤 어린이놀이터,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 배산로 4길 9 (모현동1가, 모현2차현대아파트)",전라북도 익산시,35.9415006,126.9383024,2022-03-09
모현 현대2차 209동놀이터,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 배산로 4길 9 (모현동1가, 모현2차현대아파트)",전라북도 익산시,35.9415006,126.9383024,2022-03-09
새소망 예지원,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 춘포로 2(금강동),전라북도 익산시,35.919988,126.978078,2022-03-09
원광효도마을 효도의집,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 함라면 용산로 429,전라북도 익산시,36.05325538,126.9200427,2022-03-09
노인노양시설사랑방,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 망성면 화산길 106,전라북도 익산시,36.129279,127.0094694,2022-03-09
계문너싱홈,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 계문길 82-17(신용동),전라북도 익산시,35.970905,126.9453248,2022-03-09
바울의집,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 인북로 66길 5(신동),전라북도 익산시,35.960231,126.964801,2022-03-09
행복한보은의집,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 성당면 목사동길 55-19,전라북도 익산시,36.08939286,126.9231817,2022-03-09
원광효도마을노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 함라면 용산로 429,전라북도 익산시,36.05325538,126.9200427,2022-03-09
신광노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 고봉로 6길 6-7(마동),전라북도 익산시,35.938644,126.963412,2022-03-09
왕궁노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 왕궁면 왕궁로 548,전라북도 익산시,35.967364,127.090507,2022-03-09
마한노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 여산면 가람로 334,전라북도 익산시,36.054729,127.0861466,2022-03-09
북익산노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 황등면 동연1길 33,전라북도 익산시,36.00617704,126.9311774,2022-03-09
새소망노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 춘포로 2(금강동),전라북도 익산시,35.919988,126.978078,2022-03-09
익산시 인종합복지관,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 103(모현동),전라북도 익산시,35.95692794,126.9456795,2022-03-09
동행재가노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 349,전라북도 익산시,35.950471,126.972249,2022-03-09
동광노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 평동로 751-3,전라북도 익산시,35.92863501,126.9613673,2022-03-09
호스피스노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 222,전라북도 익산시,35.953236,126.958592,2022-03-09
동익산노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 인북로 178,전라북도 익산시,35.94454541,126.9557249,2022-03-09
소망아이들지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 4길 10 B동 1층(남중동),전라북도 익산시,35.953731,126.954627,2022-03-09
한마음노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 왕궁면 흥암리 139-7,전라북도 익산시,35.962961,127.089881,2022-03-09
사랑방노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 망성면 화산길 107-22,전라북도 익산시,36.13058817,127.0112143,2022-03-09
보은노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 성당면 목사동길 55-19,전라북도 익산시,36.08939286,126.9231817,2022-03-09
삼광노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 배산로 길 21-3,전라북도 익산시,35.943408,126.940549,2022-03-09
구세군 월성노인복지센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 외화길 5-2,전라북도 익산시,35.994076,126.9638305,2022-03-09
사회복지법인중도원,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 중앙로 2(갈산동 원불교이리교당),전라북도 익산시,35.937874,126.953655,2022-03-09
삼정복지재단,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 부송로 24-1,전라북도 익산시,35.954346,126.9924933,2022-03-09
신광복지재단,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 고봉로 0(마동),전라북도 익산시,35.939783,126.962463,2022-03-09
처갓집,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 79 (주현동,(1층))",전라북도 익산시,35.933361,126.9604511,2022-03-09
처갓집 김밥,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 중앙로 3-1, 1층 (중앙동1가)",전라북도 익산시,35.9400032,126.9475756,2022-03-09
천년의사랑,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 56 (평화동,,237-14, 247(2층))",전라북도 익산시,35.93121398,126.9447075,2022-03-09
천년후예다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 평동로 길 26 (평화동),전라북도 익산시,35.935011,126.946252,2022-03-09
천도장례식장,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 무왕로 895 (신동),전라북도 익산시,35.96525791,126.961518,2022-03-09
천둥소리,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 인북로 길 18,전라북도 익산시,35.938431,126.951157,2022-03-09
천리향,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 8길 98 (어양동,(1층))",전라북도 익산시,35.952778,126.979875,2022-03-09
천마동가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 금마면 궁성로 760 ((1층)),전라북도 익산시,35.979804,127.054238,2022-03-09
천미향,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 군익로 511, 1층 (송학동)",전라북도 익산시,35.941608,126.941785,2022-03-09
천사곱창,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 4길 87-1 (신동,(1층))",전라북도 익산시,35.962524,126.957545,2022-03-09
천안문,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 황등면 황등로 182 ((1층)),전라북도 익산시,36.007959,126.9440739,2022-03-09
천지가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 평동로 900,전라북도 익산시,35.922407,126.9763836,2022-03-09
천지개벽,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 8길 109 (어양동,(1층))",전라북도 익산시,35.953079,126.981062,2022-03-09
우리치킨,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 함열읍 함낭로 470 ((1층)),전라북도 익산시,36.07353828,126.959381,2022-03-09
우리한돈 한우식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 춘포면 춘포로 349 ((1층)),전라북도 익산시,35.90226703,127.005224,2022-03-09
우미숯불생고기,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 선화로 길 44,전라북도 익산시,35.957662,126.994074,2022-03-09
우박집,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 선화로 길 24-2 (모현동1가),전라북도 익산시,35.946581,126.944365,2022-03-09
우사랑,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 덕기길 5 (석왕동),전라북도 익산시,35.97058517,127.0286838,2022-03-09
우석다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로 2길 88 (마동,166-57 166-58)",전라북도 익산시,35.946115,126.965558,2022-03-09
우석식품(우석장례식장 내),시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 목천로 118 (목천동,, 48-1(1층))",전라북도 익산시,35.92400797,126.9394305,2022-03-09
우술세,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 하나로 0길 86 (부송동,(1층))",전라북도 익산시,35.961595,126.990662,2022-03-09
우아성,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 익산대로 2길 32-1 (남중동,(1층,2층))",전라북도 익산시,35.951028,126.955255,2022-03-09
우정식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 군익로 509-1 (송학동,(1층))",전라북도 익산시,35.941532,126.941684,2022-03-09
우짜우짜,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 서동로 92 (동산동,(1층))",전라북도 익산시,35.93334642,126.961857,2022-03-09
운,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 19 (영등동,(1층))",전라북도 익산시,35.954543,126.971235,2022-03-09
운동장휴게실,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 무왕로 1397 (팔봉동),전라북도 익산시,35.9679854,127.0090426,2022-03-09
영등비사벌아파트 어린이놀이터,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 고봉로 0길 51 (영등동, 비사벌아파트)",전라북도 익산시,35.956593,126.975125,2022-03-09
어양 미소드림2단지,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 무왕로 9길 65 (어양동),전라북도 익산시,35.964893,126.983038,2022-03-09
팔봉기안파인골드빌1차 104동,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 무왕로 2길 85 (팔봉동, 기안파인골드빌아파트)",전라북도 익산시,35.966513,127.014614,2022-03-09
팔봉기안파인골드빌1차 107동,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 무왕로 2길 85 (팔봉동, 기안파인골드빌아파트)",전라북도 익산시,35.966513,127.014614,2022-03-09
클래시움아파트,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 평동로 530-7 (평화동),전라북도 익산시,35.9341049,126.9382675,2022-03-09
중앙하이츠아파트,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 선화로 45 (모현동1가),전라북도 익산시,35.952641,126.942699,2022-03-09
우남콤비타운 103동,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 무왕로 6길 11-5 (부송동, 우남콤비타운아파트)",전라북도 익산시,35.959623,126.998495,2022-03-09
우남콤비타운 106동,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 무왕로 6길 11-5 (부송동, 우남콤비타운아파트)",전라북도 익산시,35.959623,126.998495,2022-03-09
부송주공2단지 관리동 앞,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 무왕로 2길 27 (부송동, 아름드리아파트)",전라북도 익산시,35.956761,126.988625,2022-03-09
부송주공2단지 관리동 뒤,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 무왕로 2길 27 (부송동, 아름드리아파트)",전라북도 익산시,35.956761,126.988625,2022-03-09
꿈나무어린이집,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 동서로 327 (영등동),전라북도 익산시,35.9509458,126.9700439,2022-03-09
익산부송송백단지 1007동 옆 놀이터,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 부송1로 123 (부송동),전라북도 익산시,35.9594924,126.994076,2022-03-09
익산삼성어린이집,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 학곤로 66 (송학동),전라북도 익산시,35.937826,126.939123,2022-03-09
종로상회(모현동),시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 선화로 12 (모현동1가),전라북도 익산시,35.950611,126.939142,2022-03-09
어양 주공4단지 401동,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 부송1로 17 (어양동, 주공4차아파트)",전라북도 익산시,35.95741289,126.9842118,2022-03-09
플레이팝,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 무왕로 9길 32(어양동),전라북도 익산시,35.961879,126.984916,2022-03-09
키즈리베어린이집,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 배산로 길 46-7(모현동1가),전라북도 익산시,35.946593,126.935577,2022-03-09
포스코아파트 104동앞 1,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 학곤로 0길 77,전라북도 익산시,35.944223,126.930114,2022-03-09
포스코아파트 104동앞 2,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 학곤로 0길 77,전라북도 익산시,35.944223,126.930114,2022-03-09
포스코아파트 104동앞 3,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 학곤로 0길 77,전라북도 익산시,35.944223,126.930114,2022-03-09
서동공원어린이놀이터2,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 고도9길 41-14(금마면 서동공원),전라북도 익산시,36.0015063,127.0570781,2022-03-09
서동공원어린이놀이터3,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 고도9길 41-14(금마면 서동공원),전라북도 익산시,36.0015063,127.0570781,2022-03-09
영산복지재단,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 덕기길 7(덕기동),전라북도 익산시,35.966654,127.030351,2022-03-09
익산시 역사회복지협의체,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 인북로 2길 (시청 희망복지지원과내),전라북도 익산시,35.948252,126.957971,2022-03-09
익산시 회복지협의회,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 선화로 길 -1(남중동),전라북도 익산시,35.946639,126.951591,2022-03-09
(사)솔솔송자원봉사대,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 익산대로 94-9(창인동1가),전라북도 익산시,35.943346,126.948664,2022-03-09
(사)익산시 원봉사종합센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 55(영등동),전라북도 익산시,35.950316,126.972766,2022-03-09
옥야지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 옛둑2길 49 (동산동),전라북도 익산시,35.921915,126.9606615,2022-03-09
목천지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,"전라북도 익산시 목천로 48 (목천동, 원주아파트) 상가 216호",전라북도 익산시,35.9182923,126.9342782,2022-03-09
든든한지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 1길 27-13 (어양동),전라북도 익산시,35.953644,126.980396,2022-03-09
푸른교실지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 배산로 4길 61 (모현동1가),전라북도 익산시,35.953644,126.980396,2022-03-09
하랑지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,"전라북도 익산시 동서로 48 (모현동2가, 동신A102110)",전라북도 익산시,35.95705538,126.9407267,2022-03-09
삼성지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,"전라북도 익산시 부송1로 51 (부송동, 2층)",전라북도 익산시,35.9576104,126.9878907,2022-03-09
예손지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 326-14(영등동),전라북도 익산시,35.95002198,126.969284,2022-03-09
신동지역아동센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 인북로 62길 9(신동),전라북도 익산시,35.9584701,126.9622528,2022-03-09
익산시 소년문화의집,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 배산로 189-10(모현동),전라북도 익산시,35.95454641,126.940897,2022-03-09
익산시 소년수련관,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 476-21(어양동),전라북도 익산시,35.950376,126.986773,2022-03-09
익산시 MCA수련관,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 하나로 11길 7(영등동),전라북도 익산시,35.959185,126.9802466,2022-03-09
대한특전수련원,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 웅포면 백제로 157-128,전라북도 익산시,36.11220485,126.899381,2022-03-09
익산지역자활센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 평동로 길 2-35(평화동),전라북도 익산시,35.933603,126.945733,2022-03-09
익산시 소년공부방,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 배산로 길 25-1,전라북도 익산시,35.938657,126.939312,2022-03-09
익산청소년성문화센터,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 동서로 476-21(어양동),전라북도 익산시,35.950376,126.986773,2022-03-09
원광효도마을수양의집,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 익산대로 3길 7(신용동),전라북도 익산시,35.9366002,126.9451338,2022-03-09
아가페정양원,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 황등면 율촌길 9,전라북도 익산시,36.01962727,126.9565567,2022-03-09
신광의집,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 덕기길 117(덕기동),전라북도 익산시,35.96651791,127.0321368,2022-03-09
영보은혜의집,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 함열읍 석매리 116-1,전라북도 익산시,36.047783,126.975275,2022-03-09
백향노인전문요양원,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 삼기면 황금로 696,전라북도 익산시,36.01029018,126.9998713,2022-03-09
사은의집,시설전체,전라북도,익산시,사회복지시설,국민건강증진법제9조,전라북도 익산시 익산대로 3길 7(신용동),전라북도 익산시,35.9366002,126.9451338,2022-03-09
운정,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 중앙로 길 4 (갈산동,(1층))",전라북도 익산시,35.938974,126.952121,2022-03-09
울랄라짬뽕,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 5길 11 (어양동,(1층))",전라북도 익산시,35.9560634,126.9533896,2022-03-09
움빠룸빠,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 7길 15 (영등동,(2층))",전라북도 익산시,35.96019504,126.9686993,2022-03-09
웃으면 돼지,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 21 (영등동,(1층))",전라북도 익산시,35.954633,126.971243,2022-03-09
웃찾사,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 동천로 길 51 (동산동),전라북도 익산시,35.933041,126.966791,2022-03-09
웅이네식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 서동로 1길 11 (마동),전라북도 익산시,35.938218,126.967635,2022-03-09
웅포식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 웅포면 철새로 145-1, 1층",전라북도 익산시,36.063589,126.8761967,2022-03-09
웅포통닭,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 웅포면 송천로 8 (외1필(1층)),전라북도 익산시,36.08276173,126.8849643,2022-03-09
웅포포차,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 웅포면 곰나루길 23,전라북도 익산시,36.06440606,126.874671,2022-03-09
웅포한솔가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 웅포면 덕성길 1-12 ((1층)),전라북도 익산시,36.0896287,126.884634,2022-03-09
워커힐다방,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 서동로 112 (동산동),전라북도 익산시,35.93434248,126.963996,2022-03-09
원,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 선화로 길 45-1, 상가동 1층 5호 (부송동, 우미A)",전라북도 익산시,35.957127,126.993131,2022-03-09
원 감자탕,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 군익로 464, 1층 (송학동)",전라북도 익산시,35.94243494,126.9362379,2022-03-09
익산호떡,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 고봉로 4길 43,전라북도 익산시,35.961019,126.974899,2022-03-09
익산회생선가,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 선화로 길 20-1 (남중동,(1층))",전라북도 익산시,35.946551,126.957881,2022-03-09
익스,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 왕궁면 호반로 8, 1층",전라북도 익산시,35.99061351,127.102548,2022-03-09
인더무드,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 고봉로 4길 6-1, 2층 (영등동)",전라북도 익산시,35.953295,126.971051,2022-03-09
인동주마을,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 동서로 5길 31 (어양동,(1층))",전라북도 익산시,35.957807,126.9535606,2022-03-09
인동초분식,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 890 (신동,(지하1층))",전라북도 익산시,35.96382892,126.9572928,2022-03-09
인디안,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 무왕로 969, 1층 (신동, 익산병원1동)",전라북도 익산시,35.96172657,126.9665526,2022-03-09
인문대휴게음식점,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 익산대로 501,전라북도 익산시,35.97446498,126.9516059,2022-03-09
인화식당,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 인북로 길 52-1 (인화동2가,(1층))",전라북도 익산시,35.929053,126.955081,2022-03-09
일동꽃돼지연탄구이,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 선화로 40-7 (모현동1가),전라북도 익산시,35.947263,126.933314,2022-03-09
일로가든,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,"전라북도 익산시 춘포로 29-7 (금강동,(1층))",전라북도 익산시,35.920004,126.9793996,2022-03-09
일마레,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 함열읍 함열중앙로 10,전라북도 익산시,36.078951,126.958576,2022-03-09
일맥상통,시설전체,전라북도,익산시,음식점,국민건강증진법제9조,전라북도 익산시 하나로 1길 24-5 (영등동),전라북도 익산시,35.959611,126.978804,2022-03-09
아람어린이집,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,전라북도 익산시 광동1길 35(춘포면,전라북도 익산시,35.9310876,127.0157588,2022-03-09
마동택지3호 공원놀이터,시설전체,전라북도,익산시,어린이놀이시설,국민건강증진법제9조,"전라북도 익산시 서동로 111-10(마동, 공원화장실)",전라북도 익산시,35.93521109,126.963295,2022-03-09
